title,vote_average,vote_count,release_date,runtime,budget,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,keywords,revenue
Spaceballs,6.8,2673,1987-06-24,96.0,22700000.0,en,Spaceballs,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",27.695,May the schwartz be with you.,"Comedy, Science Fiction","Brooksfilms Ltd., Metro-Goldwyn-Mayer",United States of America,English,"galaxy, android, space marine, laser gun, temple, swordplay, space battle, space travel, space mission, satire, altar, magnet beam, speed of light, plastic surgery, password, parody, spoof",38.119483
White Snake,7.7,411,2019-01-11,99.0,11936735.0,zh,白蛇：缘起,"One day a young woman named Blanca is saved by Xuan, a snake catcher from a nearby village. She has lost her memory, and together they go on a journey to discover her real identity, developing deeper feelings for one another along the way. But as they learn more about her past, they uncover a darker plot of supernatural forces vying for power, with the fate of the world hanging in the balance.",22.89,The legend begins,"Romance, Animation, Fantasy","Light Chaser Animation Studios, Beijing Joy Pictures, Tianjin Maoyan Weying Media, Zhejiang Hengdian Film Production, Beijing Jinyi Jiayi Film Distribution, Beijing Dadi Century, Warner Bros. Pictures",China,Mandarin,"assassin, china, emperor, love, dragon, poverty, adult animation, ancient, anime, cartoon snake",61.631776
Trading Places,7.202,2929,1983-06-07,116.0,15000000.0,en,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,25.555,They're not just getting rich... They're getting even.,Comedy,"Cinema Group Ventures, Paramount",United States of America,English,"prostitute, philadelphia, pennsylvania, butler, christmas party, rags to riches, broker, beggar, wager, stockbroker, fish out of water, millionaire, commodities, investor, hoodlum, wrongful arrest, rich snob, christmas, riches to rags, christmas eve",90.4048
Woodstock,7.5,237,1970-03-26,225.0,600000.0,en,Woodstock,"An intimate look at the Woodstock Music & Art Festival held in Bethel, NY in 1969, from preparation through cleanup, with historic access to insiders, blistering concert footage, and portraits of the concertgoers; negative and positive aspects are shown, from drug use by performers to naked fans sliding in the mud, from the collapse of the fences by the unexpected hordes to the surreal arrival of National Guard helicopters with food and medical assistance for the impromptu city of 500,000.",10.804,"3 days of peace, music...and love.","Documentary, History, Music","Wadleigh-Maurice, Warner Bros. Pictures",United States of America,English,"hippie, free love, woodstock, new york, music festival, marijuana, rock music, skinny dipping, summer, drugs, concert film",34.50511
Robot Monster,4.476,84,1953-06-25,66.0,16000.0,en,Robot Monster,"Ro-Man, an alien robot who greatly resembles a gorilla in a diving helmet, is sent to earth to destroy all human life. Ro-Man falls in love with one of the last six remaining humans, and struggles to understand how his programming can instruct him to kill her while his heart demands that he can't.",7.089,Moon monsters launch attack against Earth! How can science meet the menace of astral assassins? New Science Fiction Thrills!,"Science Fiction, Horror",Three Dimension Pictures,United States of America,English,"b movie, robot, psychotronic",1.0
Ode to Billy Joe,6.339,28,1976-06-04,105.0,1100000.0,en,Ode to Billy Joe,"Set in sultry 1950s Mississippi, two teenagers grapple with surging hormones and the enticing promise of love, unknowing of the tragedy that looms ahead.",3.255,"What the song didn't tell you, the movie will.","Drama, Romance",Warner Bros. Pictures,United States of America,English,"sexual identity, sexual frustration, mississippi river, bridge, coming of age, doll, based on song, poem or rhyme, young love, teen suicide, jumping off a bridge, gay theme, homosexual subtext, deep south",27.0
Good Burger,5.999,433,1997-07-25,95.0,8500000.0,en,Good Burger,Two hapless youths lead their burger joint in a fight against the giant fast-food chain across the street.,21.959,A comedy with everything on it.,"Family, Comedy","Paramount, Nickelodeon Movies",United States of America,English,"competition, fast food restaurant",23.7
Free Guy,7.55,7662,2021-08-11,115.0,110000000.0,en,Free Guy,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",62.599,Life's too short to be a background character.,"Comedy, Adventure, Science Fiction","Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios",United States of America,"Japanese, English","hero, artificial intelligence (a.i.), video game, virtual reality, gun, code, gamer, bank robbery, bank teller, programmer, mmorpg, heroic",331.526598
Rising Sun,6.132,671,1993-07-30,125.0,40000000.0,en,Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",15.117,A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.,"Action, Drama, Thriller","Walrus & Associates, 20th Century Fox",United States of America,"Japanese, English","journalist, corruption, based on novel or book, police, detective, wheelchair, restaurant, parking garage, cover-up, murder, seppuku, bulletproof vest, crime investigation, falsification, cover-up attempt, homicide investigation, cover up, japanese culture",107.19879
Mississippi Mermaid,6.624,173,1969-06-18,123.0,1600000.0,fr,La Sirène du Mississipi,A man orders a mail-order bride but receives instead a con woman.,6.643,The bride came as advertised... with an unadvertised special.,"Crime, Drama, Romance, Thriller","Produzioni Associate Delphos, Les Films du Carrosse, Les Productions Artistes Associés","France, Italy",French,"exotic island, love of one's life, marriage, plantation, mail order bride, french noir",7.356
Lions for Lambs,6.021,681,2007-10-22,92.0,35000000.0,en,Lions for Lambs,"Three stories told simultaneously in ninety minutes of real time: a Republican Senator who's a presidential hopeful gives an hour-long interview to a skeptical television reporter, detailing a strategy for victory in Afghanistan; two special forces ambushed on an Afghani ridge await rescue as Taliban forces close in; a poli-sci professor at a California college invites a student to re-engage.",13.499,"If you don't STAND for something, you might FALL for anything.","Action, Adventure, Drama, History","Cruise/Wagner Productions, United Artists, Wildwood Enterprises, Andell Entertainment, Brat Na Pont Productions, Metro-Goldwyn-Mayer",United States of America,English,"future, journalist, propaganda, war on terror, externally controlled action, manipulation, manipulation of the media, afghanistan, political negotiations, past, afghanistan war (2001- ), terrorism",64.81154
Vaah! Life Ho Toh Aisi!,5.25,26,2005-12-23,132.0,2721088.0,hi,वाह! लाइफ हो तोह ऐसी!,"As the only employed member of a large family, Aditya Singh a big-hearted mechanic, works hard to provide for his siblings, his grandmother and a bevy of nieces and nephews. But, when he is unexpectedly killed in a car accident, his family's future becomes a murky prospect. Fearful for their safety and happiness, Aditya convinces Yamraj the Hindu god of death, to give him a chance to return -- as a ghost -- to carry out the unresolved business of his life.",2.85,Christmas is a time for friends and family and unexpected visitors.,"Drama, Comedy, Family, Fantasy",Tips Industries,India,Hindi,god of death,4.30839
Angels & Demons,6.697,6351,2009-05-13,138.0,150000000.0,en,Angels & Demons,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",31.307,The holiest event of our time. Perfect for their return.,"Thriller, Mystery","Columbia Pictures, Imagine Entertainment, Skylark Productions, Panorama Films","Italy, United States of America","English, Italian, Latin, French, German, Mandarin","based on novel or book, rome, italy, vatican, symbolism, illuminati, quantum mechanics, prequel, anti matter, conspiracy, investigator, catholicism, cern",485.930816
Total Recall,7.284,5243,1990-06-01,113.0,65000000.0,en,Total Recall,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Recall, a company who manufacture memories. Something goes wrong during his memory implant turning Doug's life upside down and even to question what is reality and what isn't.",25.031,"They stole his mind, now he wants it back.","Action, Adventure, Science Fiction","Carolco Pictures, TriStar Pictures, Ronald Shusett/Gary Goldman",United States of America,English,"double life, planet mars, based on novel or book, oxygen, resistance, telepathy, falsely accused, dystopia, villainess, mutant, hologram, space travel, space colony, utopia, fake identity, secret agent, futuristic, cyberpunk, fictional war, false memory, robot cop, implanted memory, action hero, virtual world, 2080s",261.317921
4.3.2.1,5.533,184,2010-06-02,117.0,4600000.0,en,4.3.2.1,"Jo is chained down in a dead end supermarket job while all her friends are all out on their own separate adventures. But a chance encounter with some diamond thieves sends their separate worlds on a collision course with not only each other, but fate itself.",11.506,"4 Girls, 3 Days, 2 Cities, 1 Chance.....","Action, Thriller, Crime, Romance","Veneration Music, Unstoppable Entertainment, Retro-juice Productions, Atlantic Swiss Productions",United Kingdom,English,,1.163967
